Folder,Subfolder,Site,Lon,Lat,Comment,Color
Kyiv reg,OnAir,KIE REC VIS,30.49639,50.58833,11-03-16,green
Kyiv reg,OnAir,KIE REC VK1,30.31317,50.21597,30-10-15,green
Kyiv reg,OnAir,KIE REC VK2,30.30872,50.19486,24-11-15,green
Kyiv reg,OnAir,KIE REC VK3,30.31,50.18917,16-10-15,green
Kyiv reg,OnAir,KIE REC VN5,30.36167,50.38333,12-01-16,green
Kyiv reg,OnAir,KIE REC VOL,30.64625,50.326,26-10-15,green
Kyiv reg,OnAir,KIE REC VOR,30.13722,50.51889,16-10-15,green
Kyiv reg,OnAir,KIE REC VPO,30.37361,50.30889,17-11-15,green
Kyiv reg,OnAir,KIE REC VR2,30.17253,50.52658,07-12-15,green
Kyiv reg,OnAir,KIE REC VR3,30.17214,50.53711,12-11-15,green
Kyiv reg,OnAir,KIE REC VR5,30.16042,50.54939,07-12-15,green
Kyiv reg,OnAir,KIE REC VRZ,30.15019,50.54458,13-11-15,green
Kyiv reg,OnAir,KIE REC VS2,30.68861,50.28472,26-10-15,green
Kyiv reg,OnAir,KIE REC VS4,30.48389,50.57778,09-11-15,green
Kyiv reg,OnAir,KIE REC VS5,30.48833,50.58417,09-11-15,green
Kyiv reg,OnAir,KIE REC VS6,30.49925,50.58094,16-10-15,green
Kyiv reg,OnAir,KIE REC VS7,30.37961,50.38681,04-12-15,green
Kyiv reg,OnAir,KIE REC VS8,30.37,50.38167,19-11-15,green
Kyiv reg,OnAir,KIE REC VSH,30.70806,50.31306,23-12-15,green
Kyiv reg,OnAir,KIE REC VSN,30.71611,50.30528,08-12-15,green
Kyiv reg,OnAir,KIE REC VT3,30.38347,50.31206,22-12-15,green
Kyiv reg,OnAir,KIE REC VTP,30.37811,50.32431,30-09-15,green
Kyiv reg,OnAir,KIE REC YAL,30.75983,50.48525,26-10-15,green
Kyiv reg,OnAir,KIE REC ZAZ,30.65764,50.56806,30-10-15,green
Kyiv reg,OnAir,KIE REC ZHO,30.62611,50.26278,26-10-15,green
Kyiv reg,OnAir,KIE REC ZLT,30.63297,50.25506,17-11-15,green
Kyiv reg,OnAir,KIE TRI MSH,30.57758,50.23872,26-10-15,green
Kyiv reg,OnAir,KIE UKR DAN,30.750583,50.155528,25-02-16,green
Kyiv reg,OnAir,KIE UKR SOS,30.7455,50.15344,23-12-15,green
Kyiv reg,OnAir,KIE VIS MKM,30.46525,50.595139,16-10-15,green
Kyiv reg,OnAir,KIE VIS NDS,30.47314,50.58011,12-01-16,green
Kyiv reg,OnAir,KIE VIS VSG,30.48128,50.59219,10-12-15,green
Kyiv reg,OnAir,KIE VYS GRH,30.36556,50.37917,11-12-15,green
Kyiv reg,OnAir,KIE VYS KIE,30.34589,50.38436,30-10-15,green
Kyiv reg,OnAir,KIE VYS KRB,30.32889,50.37278,08-12-15,green
Kyiv reg,OnAir,KIE VYS LOM,30.365917,50.391333,26-01-16,green
Kyiv reg,OnAir,KIE VYS RUS,30.37272,50.3915,29-12-15,green
Kyiv reg,OnAir,KIE VYS VN8,30.36694,50.39917,03-11-15,green
Kyiv reg,OnAir,KIE VYS ZHU,30.4195,50.39544,21-10-15,green
Kyiv reg,Not,KIE BOR KIE,30.951167,50.35175,29-03-16,orange
Kyiv reg,Not,KIE BOR KVP,30.965294,50.342773,22-05-16,orange
Kyiv reg,Not,KIE BOY LEN,30.293722,50.334639,10-04-16,orange
Kyiv reg,Not,KIE BOY PIP,30.31767,50.30775,28-05-16,orange
Kyiv reg,Not,KIE BOY YAB,30.293556,50.342806,31-03-16,orange
Kyiv reg,Not,KIE BUC DEP,30.19392,50.54417,01-04-16,orange
Kyiv reg,Not,KIE BUC KOM,30.211736,50.552717,16-06-16,orange
Kyiv reg,Not,KIE BUC SHE,30.257222,50.555583,16-06-16,orange
Kyiv reg,Not,KIE GLE TRA,30.34425,50.28125,25-04-16,orange
Kyiv reg,Not,KIE GOS AIR,30.21236,50.591,24-05-16,orange
Kyiv reg,Not,KIE GOS LEN,30.320778,50.554917,16-06-16,orange
Kyiv reg,Not,KIE IRP 9LN,30.258833,50.538056,28-05-16,orange
Kyiv reg,Not,KIE KOZ KON,30.64117,50.23539,01-04-16,orange
Kyiv reg,Not,KIE KRU GET,30.379223,50.375265,16-06-16,orange
Kyiv reg,Not,KIE M17 MAK,29.79306,50.43083,25-04-16,orange
Kyiv reg,Not,KIE M20 VAS,30.33083,50.18111,20-04-16,orange
Kyiv reg,Not,KIE OBU KVS,30.633543,50.116308,30-04-16,orange
Kyiv reg,Not,KIE OBU RRS,30.61222,50.11272,10-04-16,orange
Kyiv reg,Not,KIE REC GN2,30.70858,50.32806,20-04-16,orange
Kyiv reg,Not,KIE REC HDS,30.53472,50.27083,21-06-16,orange
Kyiv reg,Not,KIE REC KAP,30.19083,50.44389,20-04-16,orange
Kyiv reg,Not,KIE REC LS2,30.50186,50.30425,03-03-16,orange
Kyiv reg,Not,KIE REC MUZ,30.13619,50.35206,17-07-15,orange
Kyiv reg,Not,KIE SBR KIE,30.741916,50.149192,10-04-16,orange
Kyiv reg,Not,KIE VAS DEC,30.314713,50.20362,08-04-16,orange
Kyiv reg,Not,KIE VAS FRU,30.314056,50.190944,21-04-16,orange
Kyiv reg,Not,KIE VIS KAR,30.48722,50.58028,30-05-16,orange
Kyiv reg,Not,KIE VYS ZHO,30.380306,50.392611,15-05-16,orange
Kyiv reg,Not,KIE KIE,30.30287,50.18566,28-04-16,orange
Kyiv reg,Not,KIE KIE,30.28098,50.24572,15-05-16,orange
Kyiv reg,Not,KIE KIE,30.32558,50.25592,15-05-16,orange
Kyiv reg,Not,KIE KIE,30.13798,50.5361,28-05-16,orange
Kyiv reg,Not,KIE KIE,30.23525,50.39146,30-05-16,orange
Kyiv reg,Not,KIE KIE,30.20844,50.51452,30-05-16,orange
Kyiv reg,Not,KIE KIE,30.25409,50.52612,10-06-16,orange
Kyiv reg,Not,KIE KIE,30.22164,50.53889,11-06-16,orange
Kyiv reg,Not,KIE KIE,30.21142,50.56698,16-06-16,orange
Kyiv reg,Not,KIE KIE,30.23087,50.5141,16-06-16,orange
Kyiv reg,Not,KIE KIE,30.26598,50.57516,16-06-16,orange
Kyiv reg,Not,KIE KIE,30.29067,50.35207,16-06-16,orange
Kyiv reg,Not,KIE KIE,30.33385,50.40403,16-06-16,orange
Kyiv reg,Not,KIE KIE,30.31977,50.43739,16-06-16,orange
Kyiv reg,Not,KIE KIE,30.30577,50.28995,16-06-16,orange
Kyiv reg,Not,KIE KIE,30.3371,50.55251,16-06-16,orange
Kyiv reg,Not,KIE KIE,30.35733,50.33493,16-06-16,orange
Kyiv reg,Not,KIE KIE,30.37888,50.40007,16-06-16,orange
Kyiv reg,Not,KIE KIE,30.39097,50.39989,16-06-16,orange
Kyiv reg,Not,KIE KIE,30.39598,50.36428,16-06-16,orange
Kyiv reg,Not,KIE KIE,30.35456,50.35851,16-06-16,orange
Kyiv reg,Not,KIE KIE,30.76196,50.51363,19-06-16,orange
Kyiv reg,Not,KIE KIE,30.39403,50.68579,20-06-16,orange
Kyiv reg,Not,KIE KIE,30.48064,50.58123,21-06-16,orange
Kyiv reg,Not,KIE KIE,30.73755,50.15457,21-06-16,orange
Kyiv reg,Not,KIE KIE,30.65116,50.12458,21-06-16,orange
Kyiv reg,Not,KIE KIE,30.79726,50.52147,21-06-16,orange
Kyiv reg,Not,KIE KIE,30.80669,50.51435,21-06-16,orange
Kyiv reg,Not,KIE KIE,30.79144,50.51818,21-06-16,orange
Kyiv reg,Not,KIE KIE,30.80121,50.5019,21-06-16,orange
Kyiv reg,Not,KIE KIE,30.7789,50.49771,21-06-16,orange
Kyiv reg,Not,KIE KIE,30.78196,50.50436,21-06-16,orange
RollOut 2016,OnAir,KIE REC BE3,31.485278,50.308889,31-03-16,green
RollOut 2016,OnAir,KIE REC DIV,31.28916667,50.08594444,04-03-16,green
RollOut 2016,OnAir,KIE REC TT2,29.684167,49.370278,16-03-16,green
RollOut 2016,Not,KIE BRZ FRU,31.44738889,50.31569444,29-03-16,orange
RollOut 2016,Not,KIE BZC DA1,30.09113889,49.81280556,06-04-16,orange
RollOut 2016,Not,KIE BZC DKH,30.15272222,49.78686111,23-04-16,orange
RollOut 2016,Not,KIE BZC GOG,30.12736111,49.79783333,08-04-16,orange
RollOut 2016,Not,KIE BZC GON,30.10486111,49.80738889,06-04-16,orange
RollOut 2016,Not,KIE BZC LEV,30.16697222,49.78530556,04-04-16,orange
RollOut 2016,Not,KIE BZC PRI,30.11022222,49.81130556,11-04-16,orange
RollOut 2016,Not,KIE BZC ROS,30.18847222,49.78444444,23-04-16,orange
RollOut 2016,Not,KIE BZC SEM,30.08127778,49.81080556,27-04-16,orange
RollOut 2016,Not,KIE BZC SHO,30.11666667,49.80111111,13-04-16,orange
RollOut 2016,Not,KIE BZC TIM,30.12591667,49.775,15-04-16,orange
RollOut 2016,Not,KIE BZC TUR,30.07033333,49.81841667,08-04-16,orange
RollOut 2016,Not,KIE CHN SL2,30.753,51.52194444,31-03-16,orange
RollOut 2016,Not,KIE CHN SLV,30.74575,51.52069444,01-04-16,orange
RollOut 2016,Not,KIE FAS FS5,29.94866667,50.07311111,25-04-16,orange
RollOut 2016,Not,KIE FAS INT,29.91191667,50.07788889,25-04-16,orange
RollOut 2016,Not,KIE FAS RUS,29.92305556,50.08277778,25-04-16,orange
RollOut 2016,Not,KIE M19 BER,31.47111111,50.30083333,06-04-16,orange
RollOut 2016,Not,KIE M19 YAG,31.76916667,50.2675,13-04-16,orange
RollOut 2016,Not,KIE M20 BZ4,30.095,49.78138889,11-04-16,orange
RollOut 2016,Not,KIE M20 BZC,30.12305556,49.80111111,13-04-16,orange
RollOut 2016,Not,KIE M20 BZH,30.0805,49.8145,15-04-16,orange
RollOut 2016,Not,KIE M20 BZR,30.14072222,49.81355556,18-04-16,orange
RollOut 2016,Not,KIE PHM BHM,31.44363889,50.06397222,06-04-16,orange
RollOut 2016,Not,KIE REC BA2,31.29919,50.36011,20-04-16,orange
RollOut 2016,Not,KIE REC BAR,31.32778,50.36528,04-04-16,orange
RollOut 2016,Not,KIE REC BOR,30.10306,50.18472,06-04-16,orange
RollOut 2016,Not,KIE REC BZ6,30.10722222,49.79583333,18-04-16,orange
RollOut 2016,Not,KIE REC BZ7,30.13,49.78583333,20-04-16,orange
RollOut 2016,Not,KIE REC FS2,29.91416667,50.07277778,21-04-16,orange
RollOut 2016,Not,KIE REC FS3,29.90722222,50.08361111,21-04-16,orange
RollOut 2016,Not,KIE REC FS4,29.925,50.07694444,21-04-16,orange
RollOut 2016,Not,KIE REC GAV,30.21472,50.69278,04-04-16,orange
RollOut 2016,Not,KIE REC IK2,30.43861,50.28583,31-03-16,orange
RollOut 2016,Not,KIE REC NEM,30.09639,50.56639,13-04-16,orange
RollOut 2016,Not,KIE REC PHM,31.43833333,50.07138889,11-04-16,orange
RollOut 2016,Not,KIE REC PRY,30.11527778,51.39075,04-04-16,orange
RollOut 2016,Not,KIE REC RZN,30.72694,50.66333,11-04-16,orange
RollOut 2016,Not,KIE REC SAD,31.51888889,50.32777778,11-04-16,orange
RollOut 2016,Not,KIE REC STA,30.88878,50.08733,25-04-16,orange
RollOut 2016,Not,KIE REC TET,29.69583333,49.35861111,04-04-16,orange
RollOut 2016,Not,KIE REC ZGR,31.77416667,50.49722222,13-04-16,orange
RollOut 2016,Not,KIE SLA DN6,30.75494444,51.51597222,31-03-16,orange
RollOut 2016,Not,KIE SLA DN9,30.76138889,51.52333333,11-04-16,orange
RollOut 2016,Not,KIE SLA GD2,30.76391667,51.51883333,21-04-16,orange
RollOut 2016,Not,KIE YAG KOR,31.80580556,50.24425,15-04-16,orange
RollOut 2016,Not,KIE YAG KUZ,31.77502778,50.24416667,18-04-16,orange
RollOut 2016,Not,KIE YAG SHE,31.76591667,50.28502778,20-04-16,orange
