Cell,Lon,Lat,ANT_DIRECTION,ANT_BEAM_WIDTH,UARFCN,SC,RNC-ID,C-ID,LAC
U25274_LVI_CHR_HUD_140_U,25.93514,48.29397,140.00,65.00,10737,176,,25274,57931
U25275_LVI_CHR_HUD_250_U,25.93514,48.29397,250.00,65.00,10737,177,,25275,57931
U25276_LVI_CHR_HUD_320_U,25.93514,48.29417,320.00,65.00,10737,178,,25276,57931
U25277_LVI_CHR_HUD_140_U,25.93514,48.29397,140.00,65.00,10762,176,,25277,57931
U25278_LVI_CHR_HUD_250_U,25.93514,48.29397,250.00,65.00,10762,177,,25278,57931
U25279_LVI_CHR_HUD_320_U,25.93514,48.29417,320.00,65.00,10762,178,,25279,57931
U25281_LVI_CHR_ITK_100_U,25.93686,48.29400,100.00,65.00,10712,304,,25281,57931
U25282_LVI_CHR_ITK_300_U,25.93686,48.29400,300.00,65.00,10712,305,,25282,57931
U25284_LVI_CHR_ITK_100_U,25.93686,48.29400,100.00,65.00,10737,304,,25284,57931
U25285_LVI_CHR_ITK_300_U,25.93686,48.29400,300.00,65.00,10737,305,,25285,57931
U25287_LVI_CHR_ITK_100_U,25.93686,48.29400,100.00,65.00,10762,304,,25287,57931
U25288_LVI_CHR_ITK_300_U,25.93686,48.29400,300.00,65.00,10762,305,,25288,57931
U25291_LVI_CHR_KLR_000_U,25.96175,48.31228,0.00,65.00,10712,503,1948,25291,57932
U25292_LVI_CHR_KLR_180_U,25.96175,48.31228,180.00,65.00,10712,174,1948,25292,57932
U25293_LVI_CHR_KLR_001_U,25.95980,48.31230,1.00,65.00,10712,405,1948,25293,57932
U25294_LVI_CHR_KLR_000_U,25.96175,48.31228,0.00,65.00,10737,503,1948,25294,57932
U25295_LVI_CHR_KLR_180_U,25.96175,48.31228,180.00,65.00,10737,174,1948,25295,57932
U25296_LVI_CHR_KLR_001_U,25.95980,48.31230,1.00,65.00,10737,405,1948,25296,57932
U25297_LVI_CHR_KLR_000_U,25.96175,48.31228,0.00,65.00,10762,503,1948,25297,57932
U25298_LVI_CHR_KLR_180_U,25.96175,48.31228,180.00,65.00,10762,174,1948,25298,57932
U25299_LVI_CHR_KLR_001_U,25.95980,48.31230,1.00,65.00,10762,405,1948,25299,57932
U25301_LVI_CHR_JAS_055_U,25.96239,48.28564,55.00,63.00,10712,456,,25301,57941
U25302_LVI_CHR_JAS_175_U,25.96239,48.28564,175.00,63.00,10712,457,,25302,57941
U25303_LVI_CHR_JAS_295_U,25.96239,48.28564,295.00,63.00,10712,458,,25303,57941
U25304_LVI_CHR_JAS_055_U,25.96239,48.28564,55.00,63.00,10737,456,,25304,57941
U25305_LVI_CHR_JAS_175_U,25.96239,48.28564,175.00,63.00,10737,457,,25305,57941
U25306_LVI_CHR_JAS_295_U,25.96239,48.28564,295.00,63.00,10737,458,,25306,57941
U25307_LVI_CHR_JAS_055_U,25.96239,48.28564,55.00,63.00,10762,456,,25307,57941
U25308_LVI_CHR_JAS_175_U,25.96239,48.28564,175.00,63.00,10762,457,,25308,57941
U25309_LVI_CHR_JAS_295_U,25.96239,48.28564,295.00,63.00,10762,458,,25309,57941
U25311_LVI_CHR_KAC_050_U,25.92667,48.26167,50.00,65.00,10712,464,,25311,57942
U25312_LVI_CHR_KAC_150_U,25.92667,48.26167,150.00,65.00,10712,465,,25312,57942
U25313_LVI_CHR_KAC_300_U,25.92667,48.26167,300.00,65.00,10712,466,,25313,57942
U25314_LVI_CHR_KAC_050_U,25.92667,48.26167,50.00,65.00,10737,464,,25314,57942
U25315_LVI_CHR_KAC_150_U,25.92667,48.26167,150.00,65.00,10737,465,,25315,57942
U25316_LVI_CHR_KAC_300_U,25.92667,48.26167,300.00,65.00,10737,466,,25316,57942
U25317_LVI_CHR_KAC_050_U,25.92667,48.26167,50.00,65.00,10762,464,,25317,57942
U25318_LVI_CHR_KAC_150_U,25.92667,48.26167,150.00,65.00,10762,465,,25318,57942
U25319_LVI_CHR_KAC_300_U,25.92667,48.26167,300.00,65.00,10762,466,,25319,57942
U25321_LVI_CHR_KAN_070_U,25.92611,48.27472,70.00,63.00,10712,168,,25321,57931
U25322_LVI_CHR_KAN_200_U,25.92611,48.27472,200.00,63.00,10712,169,,25322,57931
U25324_LVI_CHR_KAN_070_U,25.92611,48.27472,70.00,63.00,10737,168,,25324,57931
U25325_LVI_CHR_KAN_200_U,25.92611,48.27472,200.00,63.00,10737,169,,25325,57931
U25327_LVI_CHR_KAN_070_U,25.92611,48.27472,70.00,63.00,10762,168,,25327,57931
U25328_LVI_CHR_KAN_200_U,25.92611,48.27472,200.00,63.00,10762,169,,25328,57931
U25331_LVI_CHR_KHO_000_U,25.92808,48.32008,0.00,65.00,10712,504,,25331,57932
U25332_LVI_CHR_KHO_120_U,25.92808,48.32008,120.00,65.00,10712,505,,25332,57932
U25333_LVI_CHR_KHO_240_U,25.92808,48.32008,240.00,65.00,10712,506,,25333,57932
U25334_LVI_CHR_KHO_000_U,25.92808,48.32008,0.00,65.00,10737,504,,25334,57932
U25335_LVI_CHR_KHO_120_U,25.92808,48.32008,120.00,65.00,10737,505,,25335,57932
U25336_LVI_CHR_KHO_240_U,25.92808,48.32008,240.00,65.00,10737,506,,25336,57932
U25337_LVI_CHR_KHO_000_U,25.92808,48.32008,0.00,65.00,10762,504,,25337,57932
U25338_LVI_CHR_KHO_120_U,25.92808,48.32008,120.00,65.00,10762,505,,25338,57932
U25339_LVI_CHR_KHO_240_U,25.92808,48.32008,240.00,65.00,10762,506,,25339,57932
U25341_LVI_CHR_KLJ_045_U,25.91706,48.32581,45.00,65.00,10712,451,,25341,57932
U25342_LVI_CHR_KLJ_160_U,25.91706,48.32581,160.00,65.00,10712,452,,25342,57932
U25343_LVI_CHR_KLJ_290_U,25.91706,48.32581,290.00,65.00,10712,453,,25343,57932
U25344_LVI_CHR_KLJ_045_U,25.91706,48.32581,45.00,65.00,10737,451,,25344,57932
U25345_LVI_CHR_KLJ_160_U,25.91706,48.32581,160.00,65.00,10737,452,,25345,57932
U25346_LVI_CHR_KLJ_290_U,25.91706,48.32581,290.00,65.00,10737,453,,25346,57932
U25347_LVI_CHR_KLJ_045_U,25.91706,48.32581,45.00,65.00,10762,451,,25347,57932
U25348_LVI_CHR_KLJ_160_U,25.91706,48.32581,160.00,65.00,10762,452,,25348,57932
U25349_LVI_CHR_KLJ_290_U,25.91706,48.32581,290.00,65.00,10762,453,,25349,57932
U25351_LVI_CHR_KLN_350_U,25.96703,48.31189,350.00,65.00,10712,243,,25351,57932
U25352_LVI_CHR_KLN_110_U,25.96703,48.31189,110.00,65.00,10712,244,,25352,57932
U25353_LVI_CHR_KLN_245_U,25.96703,48.31189,245.00,65.00,10712,245,,25353,57932
U25354_LVI_CHR_KLN_350_U,25.96703,48.31189,350.00,65.00,10737,243,,25354,57932
U25355_LVI_CHR_KLN_110_U,25.96703,48.31189,110.00,65.00,10737,244,,25355,57932
U25356_LVI_CHR_KLN_245_U,25.96703,48.31189,245.00,65.00,10737,245,,25356,57932
U25357_LVI_CHR_KLN_350_U,25.96703,48.31189,350.00,65.00,10762,243,,25357,57932
U25358_LVI_CHR_KLN_110_U,25.96703,48.31189,110.00,65.00,10762,244,,25358,57932
U25359_LVI_CHR_KLN_245_U,25.96703,48.31189,245.00,65.00,10762,245,,25359,57932
U25361_LVI_CHR_KOL_160_U,25.90011,48.33142,160.00,65.00,10712,379,,25361,57932
U25362_LVI_CHR_KOL_290_U,25.90011,48.33142,290.00,65.00,10712,380,,25362,57932
U25364_LVI_CHR_KOL_160_U,25.90011,48.33142,160.00,65.00,10737,379,,25364,57932
U25365_LVI_CHR_KOL_290_U,25.90011,48.33142,290.00,65.00,10737,380,,25365,57932
U25367_LVI_CHR_KOL_160_U,25.90011,48.33142,160.00,65.00,10762,379,,25367,57932
U25368_LVI_CHR_KOL_290_U,25.90011,48.33142,290.00,65.00,10762,380,,25368,57932
U25371_LVI_CHR_KOM_000_U,25.94255,48.25973,0.00,63.00,10712,137,,25371,57942
U25372_LVI_CHR_KOM_120_U,25.94255,48.25973,120.00,63.00,10712,138,,25372,57942
U25374_LVI_CHR_KOM_000_U,25.94255,48.25973,0.00,63.00,10737,137,,25374,57942
U25375_LVI_CHR_KOM_120_U,25.94255,48.25973,120.00,63.00,10737,138,,25375,57942
U25377_LVI_CHR_KOM_000_U,25.94255,48.25973,0.00,63.00,10762,137,,25377,57942
U25378_LVI_CHR_KOM_120_U,25.94255,48.25973,120.00,63.00,10762,138,,25378,57942
U25381_LVI_CHR_KRA_010_U,25.92600,48.26833,10.00,65.00,10712,320,,25381,57931
U25382_LVI_CHR_KRA_100_U,25.92600,48.26833,100.00,65.00,10712,321,,25382,57931
U25383_LVI_CHR_KRA_190_U,25.92600,48.26833,190.00,65.00,10712,322,,25383,57931
U25384_LVI_CHR_KRA_010_U,25.92600,48.26833,10.00,65.00,10737,320,,25384,57931
U25385_LVI_CHR_KRA_100_U,25.92600,48.26833,100.00,65.00,10737,321,,25385,57931
U25386_LVI_CHR_KRA_190_U,25.92600,48.26833,190.00,65.00,10737,322,,25386,57931
U25387_LVI_CHR_KRA_010_U,25.92600,48.26833,10.00,65.00,10762,320,,25387,57931
U25388_LVI_CHR_KRA_100_U,25.92600,48.26833,100.00,65.00,10762,321,,25388,57931
U25389_LVI_CHR_KRA_190_U,25.92600,48.26833,190.00,65.00,10762,322,,25389,57931
U25391_LVI_CHR_KRV_IN1_U,25.94850,48.32344,0.00,63.00,10712,,,25391,57932
U25394_LVI_CHR_KRV_IN1_U,25.94850,48.32344,0.00,63.00,10737,,,25394,57932
U25397_LVI_CHR_KRV_IN1_U,25.94850,48.32344,0.00,63.00,10762,,,25397,57932
U25401_LVI_CHR_KSH_125_U,25.92611,48.35417,125.00,65.00,10712,275,,25401,57932
U25402_LVI_CHR_KSH_225_U,25.92611,48.35417,225.00,65.00,10712,276,,25402,57932
U25403_LVI_CHR_KSH_355_U,25.92611,48.35417,355.00,65.00,10712,277,,25403,57932
U25404_LVI_CHR_KSH_125_U,25.92611,48.35417,125.00,65.00,10737,275,,25404,57932
U25405_LVI_CHR_KSH_225_U,25.92611,48.35417,225.00,65.00,10737,276,,25405,57932
U25406_LVI_CHR_KSH_355_U,25.92611,48.35417,355.00,65.00,10737,277,,25406,57932
U25407_LVI_CHR_KSH_125_U,25.92611,48.35417,125.00,65.00,10762,275,,25407,57932
U25408_LVI_CHR_KSH_225_U,25.92611,48.35417,225.00,65.00,10762,276,,25408,57932
U25409_LVI_CHR_KSH_355_U,25.92611,48.35417,355.00,65.00,10762,277,,25409,57932
U25411_LVI_CHR_KUR_060_U,25.95839,48.28389,60.00,63.00,10712,432,,25411,57941
U25412_LVI_CHR_KUR_170_U,25.95839,48.28389,170.00,63.00,10712,433,,25412,57941
U25413_LVI_CHR_KUR_280_U,25.95839,48.28389,280.00,63.00,10712,434,,25413,57941
U25414_LVI_CHR_KUR_060_U,25.95839,48.28389,60.00,63.00,10737,432,,25414,57941
U25415_LVI_CHR_KUR_170_U,25.95839,48.28389,170.00,63.00,10737,433,,25415,57941
U25416_LVI_CHR_KUR_280_U,25.95839,48.28389,280.00,63.00,10737,434,,25416,57941
U25417_LVI_CHR_KUR_060_U,25.95839,48.28389,60.00,63.00,10762,432,,25417,57941
U25418_LVI_CHR_KUR_170_U,25.95839,48.28389,170.00,63.00,10762,433,,25418,57941
U25419_LVI_CHR_KUR_280_U,25.95839,48.28389,280.00,63.00,10762,434,,25419,57941
U25421_LVI_CHR_KVA_035_U,25.95872,48.25222,35.00,65.00,10712,146,,25421,57942
U25422_LVI_CHR_KVA_155_U,25.95958,48.25194,155.00,65.00,10712,147,,25422,57942
U25423_LVI_CHR_KVA_285_U,25.95872,48.25222,285.00,65.00,10712,148,,25423,57942
U25424_LVI_CHR_KVA_035_U,25.95872,48.25222,35.00,65.00,10737,146,,25424,57942
U25425_LVI_CHR_KVA_155_U,25.95958,48.25194,155.00,65.00,10737,147,,25425,57942
U25426_LVI_CHR_KVA_285_U,25.95872,48.25222,285.00,65.00,10737,148,,25426,57942
U25427_LVI_CHR_KVA_035_U,25.95872,48.25222,35.00,65.00,10762,146,,25427,57942
U25428_LVI_CHR_KVA_155_U,25.95958,48.25194,155.00,65.00,10762,147,,25428,57942
U25429_LVI_CHR_KVA_285_U,25.95872,48.25222,285.00,65.00,10762,148,,25429,57942
U25431_LVI_CHR_LIB_015_U,25.92783,48.29211,15.00,63.00,10712,144,,25431,57931
U25432_LVI_CHR_LIB_105_U,25.92783,48.29211,105.00,63.00,10712,145,,25432,57931
U25434_LVI_CHR_LIB_015_U,25.92783,48.29211,15.00,63.00,10737,144,,25434,57931
U25435_LVI_CHR_LIB_105_U,25.92783,48.29211,105.00,63.00,10737,145,,25435,57931
U25437_LVI_CHR_LIB_015_U,25.92783,48.29211,15.00,63.00,10762,144,,25437,57931
U25438_LVI_CHR_LIB_105_U,25.92783,48.29211,105.00,63.00,10762,145,,25438,57931
U25441_LVI_CHR_LIS_080_U,25.96558,48.33475,80.00,65.00,10712,170,,25441,57932
U25442_LVI_CHR_LIS_170_U,25.96558,48.33475,170.00,65.00,10712,171,,25442,57932
U25443_LVI_CHR_LIS_260_U,25.96558,48.33475,260.00,65.00,10712,172,,25443,57932
U25444_LVI_CHR_LIS_080_U,25.96558,48.33475,80.00,65.00,10737,170,,25444,57932
U25445_LVI_CHR_LIS_170_U,25.96558,48.33475,170.00,65.00,10737,171,,25445,57932
U25446_LVI_CHR_LIS_260_U,25.96558,48.33475,260.00,65.00,10737,172,,25446,57932
U25447_LVI_CHR_LIS_080_U,25.96558,48.33475,80.00,65.00,10762,170,,25447,57932
U25448_LVI_CHR_LIS_170_U,25.96558,48.33475,170.00,65.00,10762,171,,25448,57932
U25449_LVI_CHR_LIS_260_U,25.96558,48.33475,260.00,65.00,10762,172,,25449,57932
U25451_LVI_CHR_MAG_IN1_U,25.93328,48.28825,0.00,360.00,10712,104,,25451,57931
U25454_LVI_CHR_MAG_IN1_U,25.93328,48.28825,0.00,360.00,10737,104,,25454,57931
U25457_LVI_CHR_MAG_IN1_U,25.93328,48.28825,0.00,360.00,10762,104,,25457,57931
U25461_LVI_CHR_MAK_010_U,25.94556,48.26778,10.00,65.00,10712,440,,25461,57942
U25462_LVI_CHR_MAK_130_U,25.94556,48.26778,130.00,65.00,10712,441,,25462,57942
U25463_LVI_CHR_MAK_250_U,25.94556,48.26778,250.00,65.00,10712,442,,25463,57942
U25464_LVI_CHR_MAK_010_U,25.94556,48.26778,10.00,65.00,10737,440,,25464,57942
U25465_LVI_CHR_MAK_130_U,25.94556,48.26778,130.00,65.00,10737,441,,25465,57942
U25466_LVI_CHR_MAK_250_U,25.94556,48.26778,250.00,65.00,10737,442,,25466,57942
U25467_LVI_CHR_MAK_010_U,25.94556,48.26778,10.00,65.00,10762,440,,25467,57942
U25468_LVI_CHR_MAK_130_U,25.94556,48.26778,130.00,65.00,10762,441,,25468,57942
U25469_LVI_CHR_MAK_250_U,25.94556,48.26778,250.00,65.00,10762,442,,25469,57942
U25471_LVI_CHR_MEB_080_U,25.94664,48.28358,80.00,63.00,10712,272,,25471,57931
U25472_LVI_CHR_MEB_225_U,25.94664,48.28358,225.00,63.00,10712,273,,25472,57931
U25473_LVI_CHR_MEB_320_U,25.94664,48.28358,320.00,63.00,10712,274,,25473,57931
U25474_LVI_CHR_MEB_080_U,25.94664,48.28358,80.00,63.00,10737,272,,25474,57931
U25475_LVI_CHR_MEB_225_U,25.94664,48.28358,225.00,63.00,10737,273,,25475,57931
U25476_LVI_CHR_MEB_320_U,25.94664,48.28358,320.00,63.00,10737,274,,25476,57931
U25477_LVI_CHR_MEB_080_U,25.94664,48.28358,80.00,63.00,10762,272,,25477,57931
U25478_LVI_CHR_MEB_225_U,25.94664,48.28358,225.00,63.00,10762,273,,25478,57931
U25479_LVI_CHR_MEB_320_U,25.94664,48.28358,320.00,63.00,10762,274,,25479,57931
U25481_LVI_CHR_MED_140_U,25.95722,48.27472,140.00,65.00,10712,424,,25481,57941
U25482_LVI_CHR_MED_245_U,25.95722,48.27472,245.00,65.00,10712,425,,25482,57941
U25483_LVI_CHR_MED_345_U,25.95722,48.27472,345.00,65.00,10712,426,,25483,57941
U25484_LVI_CHR_MED_140_U,25.95722,48.27472,140.00,65.00,10737,424,,25484,57941
U25485_LVI_CHR_MED_245_U,25.95722,48.27472,245.00,65.00,10737,425,,25485,57941
U25486_LVI_CHR_MED_345_U,25.95722,48.27472,345.00,65.00,10737,426,,25486,57941
U25487_LVI_CHR_MED_140_U,25.95722,48.27472,140.00,65.00,10762,424,,25487,57941
U25488_LVI_CHR_MED_245_U,25.95722,48.27472,245.00,65.00,10762,425,,25488,57941
U25489_LVI_CHR_MED_345_U,25.95722,48.27472,345.00,65.00,10762,426,,25489,57941
U25491_LVI_CHR_MIZ_070_U,25.92139,48.29083,70.00,65.00,10712,56,,25491,57932
U25492_LVI_CHR_MIZ_160_U,25.92139,48.29083,160.00,65.00,10712,57,,25492,57932
U25493_LVI_CHR_MIZ_250_U,25.92139,48.29083,250.00,65.00,10712,58,,25493,57932
U25494_LVI_CHR_MIZ_070_U,25.92139,48.29083,70.00,65.00,10737,56,,25494,57932
U25495_LVI_CHR_MIZ_160_U,25.92139,48.29083,160.00,65.00,10737,57,,25495,57932
U25496_LVI_CHR_MIZ_250_U,25.92139,48.29083,250.00,65.00,10737,58,,25496,57932
U25497_LVI_CHR_MIZ_070_U,25.92139,48.29083,70.00,65.00,10762,56,,25497,57932
U25498_LVI_CHR_MIZ_160_U,25.92139,48.29083,160.00,65.00,10762,57,,25498,57932
U25499_LVI_CHR_MIZ_250_U,25.92139,48.29083,250.00,65.00,10762,58,,25499,57932
U25501_LVI_CHR_MOL_035_U,25.97769,48.28950,35.00,65.00,10712,419,,25501,57941
U25502_LVI_CHR_MOL_140_U,25.97769,48.28950,140.00,65.00,10712,420,,25502,57941
U25503_LVI_CHR_MOL_265_U,25.97769,48.28950,265.00,65.00,10712,421,,25503,57941
U25504_LVI_CHR_MOL_035_U,25.97769,48.28950,35.00,65.00,10737,419,,25504,57941
U25505_LVI_CHR_MOL_140_U,25.97769,48.28950,140.00,65.00,10737,420,,25505,57941
U25506_LVI_CHR_MOL_265_U,25.97769,48.28950,265.00,65.00,10737,421,,25506,57941
U25507_LVI_CHR_MOL_035_U,25.97769,48.28950,35.00,65.00,10762,419,,25507,57941
U25508_LVI_CHR_MOL_140_U,25.97769,48.28950,140.00,65.00,10762,420,,25508,57941
U25509_LVI_CHR_MOL_265_U,25.97769,48.28950,265.00,65.00,10762,421,,25509,57941
U25511_LVI_CHR_MTR_IN1_U,25.90547,48.32072,0.00,72.00,10712,446,,25511,57932
U25512_LVI_CHR_MTR_000_U,25.90547,48.32072,0.00,65.00,10712,443,,25512,57932
U25513_LVI_CHR_MTR_120_U,25.90547,48.32072,120.00,65.00,10712,444,,25513,57932
U25514_LVI_CHR_MTR_IN1_U,25.90547,48.32072,0.00,72.00,10737,446,,25514,57932
U25515_LVI_CHR_MTR_000_U,25.90547,48.32072,0.00,65.00,10737,443,,25515,57932
U25516_LVI_CHR_MTR_120_U,25.90547,48.32072,120.00,65.00,10737,444,,25516,57932
U25517_LVI_CHR_MTR_IN1_U,25.90547,48.32072,0.00,72.00,10762,446,,25517,57932
U25518_LVI_CHR_MTR_000_U,25.90547,48.32072,0.00,65.00,10762,443,,25518,57932
U25519_LVI_CHR_MTR_120_U,25.90547,48.32072,120.00,65.00,10762,444,,25519,57932
U25521_LVI_CHR_MVD_065_U,25.96775,48.36122,65.00,65.00,10712,402,,25521,57932
U25522_LVI_CHR_MVD_190_U,25.96775,48.36122,190.00,65.00,10712,403,,25522,57932
U25523_LVI_CHR_MVD_310_U,25.96775,48.36122,310.00,65.00,10712,404,,25523,57932
U25524_LVI_CHR_MVD_065_U,25.96775,48.36122,65.00,65.00,10737,402,,25524,57932
U25525_LVI_CHR_MVD_190_U,25.96775,48.36122,190.00,65.00,10737,403,,25525,57932
U25526_LVI_CHR_MVD_310_U,25.96775,48.36122,310.00,65.00,10737,404,,25526,57932
U25527_LVI_CHR_MVD_065_U,25.96775,48.36122,65.00,65.00,10762,402,,25527,57932
U25528_LVI_CHR_MVD_190_U,25.96775,48.36122,190.00,65.00,10762,403,,25528,57932
U25529_LVI_CHR_MVD_310_U,25.96775,48.36122,310.00,65.00,10762,404,,25529,57932
U25531_LVI_CHR_NEZ_015_U,25.93889,48.26678,15.00,63.00,10712,408,,25531,57942
U25532_LVI_CHR_NEZ_105_U,25.93889,48.26678,105.00,63.00,10712,409,,25532,57942
U25533_LVI_CHR_NEZ_195_U,25.93889,48.26678,195.00,63.00,10712,410,,25533,57942
U25534_LVI_CHR_NEZ_015_U,25.93889,48.26678,15.00,63.00,10737,408,,25534,57942
U25535_LVI_CHR_NEZ_105_U,25.93889,48.26678,105.00,63.00,10737,409,,25535,57942
U25536_LVI_CHR_NEZ_195_U,25.93889,48.26678,195.00,63.00,10737,410,,25536,57942
U25537_LVI_CHR_NEZ_015_U,25.93889,48.26678,15.00,63.00,10762,408,,25537,57942
U25538_LVI_CHR_NEZ_105_U,25.93889,48.26678,105.00,63.00,10762,409,,25538,57942
U25539_LVI_CHR_NEZ_195_U,25.93889,48.26678,195.00,63.00,10762,410,,25539,57942
U25541_LVI_CHR_NIK_060_U,25.96875,48.25822,60.00,65.00,10712,235,,25541,57941
U25542_LVI_CHR_NIK_190_U,25.96875,48.25822,190.00,65.00,10712,236,,25542,57941
U25543_LVI_CHR_NIK_290_U,25.96875,48.25822,290.00,65.00,10712,237,,25543,57941
U25544_LVI_CHR_NIK_060_U,25.96875,48.25822,60.00,65.00,10737,235,,25544,57941
U25545_LVI_CHR_NIK_190_U,25.96875,48.25822,190.00,65.00,10737,236,,25545,57941
U25546_LVI_CHR_NIK_290_U,25.96875,48.25822,290.00,65.00,10737,237,,25546,57941
U25547_LVI_CHR_NIK_060_U,25.96875,48.25822,60.00,65.00,10762,235,,25547,57941
U25548_LVI_CHR_NIK_190_U,25.96875,48.25822,190.00,65.00,10762,236,,25548,57941
U25549_LVI_CHR_NIK_290_U,25.96875,48.25822,290.00,65.00,10762,237,,25549,57941
U25551_LVI_CHR_OAD_210_U,25.95342,48.26564,210.00,65.00,10712,257,,25551,57942
U25552_LVI_CHR_OAD_330_U,25.95365,48.26577,330.00,65.00,10712,258,,25552,57942
U25554_LVI_CHR_OAD_210_U,25.95342,48.26564,210.00,65.00,10737,257,,25554,57942
U25555_LVI_CHR_OAD_330_U,25.95365,48.26577,330.00,65.00,10737,258,,25555,57942
U25557_LVI_CHR_OAD_210_U,25.95342,48.26564,210.00,65.00,10762,257,,25557,57942
U25558_LVI_CHR_OAD_330_U,25.95365,48.26577,330.00,65.00,10762,258,,25558,57942
U25561_LVI_CHR_KLR_181_U,25.95980,48.31230,181.00,65.00,10712,175,1948,25561,57932
U25562_LVI_CHR_KLR_002_U,25.96351,48.31225,2.00,65.00,10712,327,1948,25562,57932
U25563_LVI_CHR_KLR_182_U,25.96351,48.31225,182.00,65.00,10712,422,1948,25563,57932
U25564_LVI_CHR_KLR_181_U,25.95980,48.31230,181.00,65.00,10737,175,1948,25564,57932
U25565_LVI_CHR_KLR_002_U,25.96351,48.31225,2.00,65.00,10737,327,1948,25565,57932
U25566_LVI_CHR_KLR_182_U,25.96351,48.31225,182.00,65.00,10737,422,1948,25566,57932
U25567_LVI_CHR_KLR_181_U,25.95980,48.31230,181.00,65.00,10762,175,1948,25567,57932
U25568_LVI_CHR_KLR_002_U,25.96351,48.31225,2.00,65.00,10762,327,1948,25568,57932
U25569_LVI_CHR_KLR_182_U,25.96351,48.31225,182.00,65.00,10762,422,1948,25569,57932
U25571_LVI_CHR_OFI_110_U,25.93228,48.29228,110.00,63.00,10712,152,,25571,57931
U25572_LVI_CHR_OFI_230_U,25.93228,48.29228,230.00,63.00,10712,153,,25572,57931
U25573_LVI_CHR_OFI_330_U,25.93275,48.29264,330.00,65.00,10712,154,,25573,57931
U25574_LVI_CHR_OFI_110_U,25.93228,48.29228,110.00,63.00,10737,152,,25574,57931
U25575_LVI_CHR_OFI_230_U,25.93228,48.29228,230.00,63.00,10737,153,,25575,57931
U25576_LVI_CHR_OFI_330_U,25.93275,48.29264,330.00,65.00,10737,154,,25576,57931
U25577_LVI_CHR_OFI_110_U,25.93228,48.29228,110.00,63.00,10762,152,,25577,57931
U25578_LVI_CHR_OFI_230_U,25.93228,48.29228,230.00,63.00,10762,153,,25578,57931
U25579_LVI_CHR_OFI_330_U,25.93275,48.29264,330.00,65.00,10762,154,,25579,57931
U25581_LVI_CHR_PKL_015_U,25.94739,48.25086,15.00,63.00,10712,297,,25581,57942
U25582_LVI_CHR_PKL_115_U,25.94739,48.25086,115.00,63.00,10712,298,,25582,57942
U25584_LVI_CHR_PKL_015_U,25.94739,48.25086,15.00,63.00,10737,297,,25584,57942
U25585_LVI_CHR_PKL_115_U,25.94739,48.25086,115.00,63.00,10737,298,,25585,57942
U25587_LVI_CHR_PKL_015_U,25.94739,48.25086,15.00,63.00,10762,297,,25587,57942
U25588_LVI_CHR_PKL_115_U,25.94739,48.25086,115.00,63.00,10762,298,,25588,57942
U25591_LVI_CHR_PKO_230_U,25.89919,48.29689,200.00,63.00,10712,360,,25591,57932
U25592_LVI_CHR_PKO_350_U,25.89919,48.29689,350.00,63.00,10712,361,,25592,57932
U25594_LVI_CHR_PKO_230_U,25.89919,48.29689,200.00,63.00,10737,360,,25594,57932
U25595_LVI_CHR_PKO_350_U,25.89919,48.29689,350.00,63.00,10737,361,,25595,57932
U25597_LVI_CHR_PKO_230_U,25.89919,48.29689,200.00,63.00,10762,360,,25597,57932
U25598_LVI_CHR_PKO_350_U,25.89919,48.29689,350.00,63.00,10762,361,,25598,57932
U25601_LVI_CHR_POL_025_U,25.94389,48.26547,25.00,65.00,10712,496,,25601,57942
U25602_LVI_CHR_POL_130_U,25.94389,48.26547,130.00,65.00,10712,497,,25602,57942
U25603_LVI_CHR_POL_250_U,25.94389,48.26547,250.00,65.00,10712,498,,25603,57942
U25604_LVI_CHR_POL_025_U,25.94389,48.26547,25.00,65.00,10737,496,,25604,57942
U25605_LVI_CHR_POL_130_U,25.94389,48.26547,130.00,65.00,10737,497,,25605,57942
U25606_LVI_CHR_POL_250_U,25.94389,48.26547,250.00,65.00,10737,498,,25606,57942
U25607_LVI_CHR_POL_025_U,25.94389,48.26547,25.00,65.00,10762,496,,25607,57942
U25608_LVI_CHR_POL_130_U,25.94389,48.26547,130.00,65.00,10762,497,,25608,57942
U25609_LVI_CHR_POL_250_U,25.94389,48.26547,250.00,65.00,10762,498,,25609,57942
U25611_LVI_CHR_PRA_050_U,25.94408,48.27808,50.00,65.00,10712,264,,25611,57931
U25612_LVI_CHR_PRA_160_U,25.94408,48.27808,160.00,65.00,10712,265,,25612,57931
U25613_LVI_CHR_PRA_290_U,25.94408,48.27808,290.00,65.00,10712,266,,25613,57931
U25614_LVI_CHR_PRA_050_U,25.94408,48.27808,50.00,65.00,10737,264,,25614,57931
U25615_LVI_CHR_PRA_160_U,25.94408,48.27808,160.00,65.00,10737,265,,25615,57931
U25616_LVI_CHR_PRA_290_U,25.94408,48.27808,290.00,65.00,10737,266,,25616,57931
U25617_LVI_CHR_PRA_050_U,25.94408,48.27808,50.00,65.00,10762,264,,25617,57931
U25618_LVI_CHR_PRA_160_U,25.94408,48.27808,160.00,65.00,10762,265,,25618,57931
U25619_LVI_CHR_PRA_290_U,25.94408,48.27808,290.00,65.00,10762,266,,25619,57931
U25621_LVI_CHR_GMU_000_U,25.92994,48.25461,0.00,65.00,10712,94,1938,25621,57942
