Cell,Lon,Lat,ANT_DIRECTION,ANT_BEAM_WIDTH,UARFCN,SC,RNC-ID,C-ID,LAC
U11676_LVI_CHR_GGA_270_U,25.93150,48.30094,270.00,65.00,10737,250,,11676,57931
U11677_LVI_CHR_GGA_030_U,25.93150,48.30094,30.00,65.00,10762,248,,11677,57931
U11678_LVI_CHR_GGA_135_U,25.93150,48.30094,135.00,65.00,10762,249,,11678,57931
U11679_LVI_CHR_GGA_270_U,25.93150,48.30094,270.00,65.00,10762,250,,11679,57931
U11781_LVI_CHR_K18_070_U,25.93375,48.25750,70.00,65.00,10712,,,11781,57942
U11782_LVI_CHR_K18_170_U,25.93378,48.25742,170.00,65.00,10712,,,11782,57942
U11783_LVI_CHR_K18_310_U,25.93339,48.25747,310.00,65.00,10712,,,11783,57942
U11784_LVI_CHR_K18_070_U,25.93375,48.25750,70.00,65.00,10737,,,11784,57942
U11785_LVI_CHR_K18_170_U,25.93378,48.25742,170.00,65.00,10737,,,11785,57942
U11786_LVI_CHR_K18_310_U,25.93339,48.25747,310.00,65.00,10737,,,11786,57942
U11787_LVI_CHR_K18_070_U,25.93375,48.25750,70.00,65.00,10762,,,11787,57942
U11788_LVI_CHR_K18_170_U,25.93378,48.25742,170.00,65.00,10762,,,11788,57942
U11789_LVI_CHR_K18_310_U,25.93339,48.25747,310.00,65.00,10762,,,11789,57942
U11791_LVI_CHR_ODA_040_U,25.93292,48.29094,40.00,65.00,10712,112,,11791,57931
U11792_LVI_CHR_ODA_130_U,25.93292,48.29058,130.00,65.00,10712,114,,11792,57931
U11793_LVI_CHR_ODA_220_U,25.93181,48.29058,220.00,65.00,10712,115,,11793,57931
U11794_LVI_CHR_ODA_040_U,25.93292,48.29094,40.00,65.00,10737,112,,11794,57931
U11795_LVI_CHR_ODA_130_U,25.93292,48.29058,130.00,65.00,10737,114,,11795,57931
U11796_LVI_CHR_ODA_220_U,25.93181,48.29058,220.00,65.00,10737,115,,11796,57931
U11797_LVI_CHR_ODA_040_U,25.93292,48.29094,40.00,65.00,10762,112,,11797,57931
U11798_LVI_CHR_ODA_130_U,25.93292,48.29058,130.00,65.00,10762,114,,11798,57931
U11799_LVI_CHR_ODA_220_U,25.93181,48.29058,220.00,65.00,10762,115,,11799,57931
U11961_LVI_CHR_ODA_310_U,25.93181,48.29094,310.00,65.00,10712,117,,11961,57931
U11962_LVI_CHR_ODA_080_U,25.93250,48.29072,80.00,72.00,10712,113,,11962,57931
U11963_LVI_CHR_ODA_260_U,25.93222,48.29072,260.00,72.00,10712,116,,11963,57931
U11964_LVI_CHR_ODA_310_U,25.93181,48.29094,310.00,65.00,10737,117,,11964,57931
U11965_LVI_CHR_ODA_080_U,25.93250,48.29072,80.00,72.00,10737,113,,11965,57931
U11966_LVI_CHR_ODA_260_U,25.93222,48.29072,260.00,72.00,10737,116,,11966,57931
U11967_LVI_CHR_ODA_310_U,25.93181,48.29094,310.00,65.00,10762,117,,11967,57931
U11968_LVI_CHR_ODA_080_U,25.93250,48.29072,80.00,72.00,10762,113,,11968,57931
U11969_LVI_CHR_ODA_260_U,25.93222,48.29072,260.00,72.00,10762,116,,11969,57931
U12131_LVI_CHR_GMA_060_U,25.92547,48.26475,60.00,65.00,10712,392,,12131,57942
U12132_LVI_CHR_GMA_175_U,25.92547,48.26475,175.00,65.00,10712,393,,12132,57942
U12133_LVI_CHR_GMA_300_U,25.92547,48.26475,300.00,65.00,10712,394,,12133,57942
U12134_LVI_CHR_GMA_060_U,25.92547,48.26475,60.00,65.00,10737,392,,12134,57942
U12135_LVI_CHR_GMA_175_U,25.92547,48.26475,175.00,65.00,10737,393,,12135,57942
U12136_LVI_CHR_GMA_300_U,25.92547,48.26475,300.00,65.00,10737,394,,12136,57942
U12137_LVI_CHR_GMA_060_U,25.92547,48.26475,60.00,65.00,10762,392,,12137,57942
U12138_LVI_CHR_GMA_175_U,25.92547,48.26475,175.00,65.00,10762,393,,12138,57942
U12139_LVI_CHR_GMA_300_U,25.92547,48.26475,300.00,65.00,10762,394,,12139,57942
U12141_LVI_CHR_BLU_080_U,25.94964,48.27892,80.00,65.00,10712,328,,12141,57931
U12142_LVI_CHR_BLU_180_U,25.94964,48.27892,180.00,65.00,10712,329,,12142,57931
U12143_LVI_CHR_BLU_320_U,25.94964,48.27892,320.00,65.00,10712,330,,12143,57931
U12144_LVI_CHR_BLU_080_U,25.94964,48.27892,80.00,65.00,10737,328,,12144,57931
U12145_LVI_CHR_BLU_180_U,25.94964,48.27892,180.00,65.00,10737,329,,12145,57931
U12146_LVI_CHR_BLU_320_U,25.94964,48.27892,320.00,65.00,10737,330,,12146,57931
U12147_LVI_CHR_BLU_080_U,25.94964,48.27892,80.00,65.00,10762,328,,12147,57931
U12148_LVI_CHR_BLU_180_U,25.94964,48.27892,180.00,65.00,10762,329,,12148,57931
U12149_LVI_CHR_BLU_320_U,25.94964,48.27892,320.00,65.00,10762,330,,12149,57931
U25001_LVI_CHR_AVN_060_U,25.96444,48.26972,60.00,65.00,10712,105,,25001,57941
U25002_LVI_CHR_AVN_200_U,25.96444,48.26972,200.00,65.00,10712,106,,25002,57941
U25003_LVI_CHR_AVN_320_U,25.96444,48.26972,320.00,65.00,10712,107,,25003,57941
U25004_LVI_CHR_AVN_060_U,25.96444,48.26972,60.00,65.00,10737,105,,25004,57941
U25005_LVI_CHR_AVN_200_U,25.96444,48.26972,200.00,65.00,10737,106,,25005,57941
U25006_LVI_CHR_AVN_320_U,25.96444,48.26972,320.00,65.00,10737,107,,25006,57941
U25007_LVI_CHR_AVN_060_U,25.96444,48.26972,60.00,65.00,10762,105,,25007,57941
U25008_LVI_CHR_AVN_200_U,25.96444,48.26972,200.00,65.00,10762,106,,25008,57941
U25009_LVI_CHR_AVN_320_U,25.96444,48.26972,320.00,65.00,10762,107,,25009,57941
U25011_LVI_CHR_BAZ_000_U,25.96258,48.31047,0.00,63.00,10712,324,,25011,57932
U25012_LVI_CHR_BAZ_120_U,25.96258,48.31047,120.00,63.00,10712,325,,25012,57932
U25013_LVI_CHR_BAZ_250_U,25.96258,48.31047,250.00,63.00,10712,326,,25013,57932
U25014_LVI_CHR_BAZ_000_U,25.96258,48.31047,0.00,63.00,10737,324,,25014,57932
U25015_LVI_CHR_BAZ_120_U,25.96258,48.31047,120.00,63.00,10737,325,,25015,57932
U25016_LVI_CHR_BAZ_250_U,25.96258,48.31047,250.00,63.00,10737,326,,25016,57932
U25017_LVI_CHR_BAZ_000_U,25.96258,48.31047,0.00,63.00,10762,324,,25017,57932
U25018_LVI_CHR_BAZ_120_U,25.96258,48.31047,120.00,63.00,10762,325,,25018,57932
U25019_LVI_CHR_BAZ_250_U,25.96258,48.31047,250.00,63.00,10762,326,,25019,57932
U25021_LVI_CHR_BGD_000_U,25.92647,48.29456,0.00,65.00,10712,192,,25021,57931
U25022_LVI_CHR_BGD_120_U,25.92647,48.29456,120.00,65.00,10712,193,,25022,57931
U25024_LVI_CHR_BGD_000_U,25.92647,48.29456,0.00,65.00,10737,192,,25024,57931
U25025_LVI_CHR_BGD_120_U,25.92647,48.29456,120.00,65.00,10737,193,,25025,57931
U25027_LVI_CHR_BGD_000_U,25.92647,48.29456,0.00,65.00,10762,192,,25027,57931
U25028_LVI_CHR_BGD_120_U,25.92647,48.29456,120.00,65.00,10762,193,,25028,57931
U25031_LVI_CHR_BHM_015_U,25.96892,48.28881,15.00,65.00,10712,488,,25031,57941
U25032_LVI_CHR_BHM_145_U,25.96892,48.28881,145.00,65.00,10712,489,,25032,57941
U25033_LVI_CHR_BHM_290_U,25.96892,48.28881,290.00,65.00,10712,490,,25033,57941
U25034_LVI_CHR_BHM_015_U,25.96892,48.28881,15.00,65.00,10737,488,,25034,57941
U25035_LVI_CHR_BHM_145_U,25.96892,48.28881,145.00,65.00,10737,489,,25035,57941
U25036_LVI_CHR_BHM_290_U,25.96892,48.28881,290.00,65.00,10737,490,,25036,57941
U25037_LVI_CHR_BHM_015_U,25.96892,48.28881,15.00,65.00,10762,488,,25037,57941
U25038_LVI_CHR_BHM_145_U,25.96892,48.28881,145.00,65.00,10762,489,,25038,57941
U25039_LVI_CHR_BHM_290_U,25.96892,48.28881,290.00,65.00,10762,490,,25039,57941
U25041_LVI_CHR_BIL_060_U,25.95167,48.29889,60.00,65.00,10712,288,,25041,57932
U25042_LVI_CHR_BIL_180_U,25.95167,48.29889,180.00,65.00,10712,289,,25042,57932
U25043_LVI_CHR_BIL_300_U,25.95167,48.29889,300.00,65.00,10712,290,,25043,57932
U25044_LVI_CHR_BIL_060_U,25.95167,48.29889,60.00,65.00,10737,288,,25044,57932
U25045_LVI_CHR_BIL_180_U,25.95167,48.29889,180.00,65.00,10737,289,,25045,57932
U25046_LVI_CHR_BIL_300_U,25.95167,48.29889,300.00,65.00,10737,290,,25046,57932
U25047_LVI_CHR_BIL_060_U,25.95167,48.29889,60.00,65.00,10762,288,,25047,57932
U25048_LVI_CHR_BIL_180_U,25.95167,48.29889,180.00,65.00,10762,289,,25048,57932
U25049_LVI_CHR_BIL_300_U,25.95167,48.29889,300.00,65.00,10762,290,,25049,57932
U25051_LVI_CHR_BOZ_070_U,25.95844,48.25750,70.00,65.00,10712,98,,25051,57942
U25052_LVI_CHR_BOZ_175_U,25.95844,48.25750,175.00,65.00,10712,99,,25052,57942
U25053_LVI_CHR_BOZ_290_U,25.95820,48.25772,290.00,65.00,10712,100,,25053,57942
U25054_LVI_CHR_BOZ_070_U,25.95844,48.25750,70.00,65.00,10737,98,,25054,57942
U25055_LVI_CHR_BOZ_175_U,25.95844,48.25750,175.00,65.00,10737,99,,25055,57942
U25056_LVI_CHR_BOZ_290_U,25.95820,48.25772,290.00,65.00,10737,100,,25056,57942
U25057_LVI_CHR_BOZ_070_U,25.95844,48.25750,70.00,65.00,10762,98,,25057,57942
U25058_LVI_CHR_BOZ_175_U,25.95844,48.25750,175.00,65.00,10762,99,,25058,57942
U25059_LVI_CHR_BOZ_290_U,25.95820,48.25772,290.00,65.00,10762,100,,25059,57942
U25061_LVI_CHR_BUK_000_U,25.94922,48.27289,0.00,63.00,10712,376,,25061,57942
U25062_LVI_CHR_BUK_120_U,25.94922,48.27289,120.00,63.00,10712,377,,25062,57942
U25063_LVI_CHR_BUK_270_U,25.94922,48.27289,270.00,63.00,10712,378,,25063,57942
U25064_LVI_CHR_BUK_000_U,25.94922,48.27289,0.00,63.00,10737,376,,25064,57942
U25065_LVI_CHR_BUK_120_U,25.94922,48.27289,120.00,63.00,10737,377,,25065,57942
U25066_LVI_CHR_BUK_270_U,25.94922,48.27289,270.00,63.00,10737,378,,25066,57942
U25067_LVI_CHR_BUK_000_U,25.94922,48.27289,0.00,63.00,10762,376,,25067,57942
U25068_LVI_CHR_BUK_120_U,25.94922,48.27289,120.00,63.00,10762,377,,25068,57942
U25069_LVI_CHR_BUK_270_U,25.94922,48.27289,270.00,63.00,10762,378,,25069,57942
U25071_LVI_CHR_CEC_050_U,25.84228,48.29581,50.00,65.00,10712,267,,25071,57932
U25072_LVI_CHR_CEC_150_U,25.84228,48.29581,150.00,65.00,10712,268,,25072,57932
U25073_LVI_CHR_CEC_290_U,25.84228,48.29581,290.00,65.00,10712,269,,25073,57932
U25074_LVI_CHR_CEC_050_U,25.84228,48.29581,50.00,65.00,10737,267,,25074,57932
U25075_LVI_CHR_CEC_150_U,25.84228,48.29581,150.00,65.00,10737,268,,25075,57932
U25076_LVI_CHR_CEC_290_U,25.84228,48.29581,290.00,65.00,10737,269,,25076,57932
U25077_LVI_CHR_CEC_050_U,25.84228,48.29581,50.00,65.00,10762,267,,25077,57932
U25078_LVI_CHR_CEC_150_U,25.84228,48.29581,150.00,65.00,10762,268,,25078,57932
U25079_LVI_CHR_CEC_290_U,25.84228,48.29581,290.00,65.00,10762,269,,25079,57932
U25081_LVI_CHR_IZM_050_U,25.96678,48.29200,50.00,65.00,10712,454,1938,25081,57941
U25082_LVI_CHR_IZM_170_U,25.96678,48.29200,170.00,65.00,10712,455,1938,25082,57941
U25083_LVI_CHR_IZM_300_U,25.96678,48.29200,300.00,65.00,10712,462,1938,25083,57941
U25084_LVI_CHR_IZM_050_U,25.96678,48.29200,50.00,65.00,10737,454,1938,25084,57941
U25085_LVI_CHR_IZM_170_U,25.96678,48.29200,170.00,65.00,10737,455,1938,25085,57941
U25086_LVI_CHR_IZM_300_U,25.96678,48.29200,300.00,65.00,10737,462,1938,25086,57941
U25087_LVI_CHR_IZM_050_U,25.96678,48.29200,50.00,65.00,10762,454,1938,25087,57941
U25088_LVI_CHR_IZM_170_U,25.96678,48.29200,170.00,65.00,10762,455,1938,25088,57941
U25089_LVI_CHR_IZM_300_U,25.96678,48.29200,300.00,65.00,10762,462,1938,25089,57941
U25091_LVI_CHR_IZM_335_U,25.96678,48.29200,335.00,65.00,10712,463,1938,25091,57941
U25094_LVI_CHR_IZM_335_U,25.96678,48.29200,335.00,65.00,10737,463,1938,25094,57941
U25097_LVI_CHR_IZM_335_U,25.96678,48.29200,335.00,65.00,10762,463,1938,25097,57941
U25101_LVI_CHR_DRU_015_U,25.95358,48.26050,15.00,63.00,10712,179,,25101,57942
U25102_LVI_CHR_DRU_120_U,25.95358,48.26050,120.00,63.00,10712,180,,25102,57942
U25103_LVI_CHR_DRU_245_U,25.95358,48.26050,245.00,63.00,10712,181,,25103,57942
U25104_LVI_CHR_DRU_015_U,25.95358,48.26050,15.00,63.00,10737,179,,25104,57942
U25105_LVI_CHR_DRU_120_U,25.95358,48.26050,120.00,63.00,10737,180,,25105,57942
U25106_LVI_CHR_DRU_245_U,25.95358,48.26050,245.00,63.00,10737,181,,25106,57942
U25107_LVI_CHR_DRU_015_U,25.95358,48.26050,15.00,63.00,10762,179,,25107,57942
U25108_LVI_CHR_DRU_120_U,25.95358,48.26050,120.00,63.00,10762,180,,25108,57942
U25109_LVI_CHR_DRU_245_U,25.95358,48.26050,245.00,63.00,10762,181,,25109,57942
U25111_LVI_CHR_DUB_100_U,25.92247,48.27150,100.00,63.00,10712,208,,25111,57931
U25112_LVI_CHR_DUB_220_U,25.92247,48.27150,220.00,63.00,10712,209,,25112,57931
U25113_LVI_CHR_DUB_320_U,25.92247,48.27150,320.00,63.00,10712,210,,25113,57931
U25114_LVI_CHR_DUB_100_U,25.92247,48.27150,100.00,63.00,10737,208,,25114,57931
U25115_LVI_CHR_DUB_220_U,25.92247,48.27150,220.00,63.00,10737,209,,25115,57931
U25116_LVI_CHR_DUB_320_U,25.92247,48.27150,320.00,63.00,10737,210,,25116,57931
U25117_LVI_CHR_DUB_100_U,25.92247,48.27150,100.00,63.00,10762,208,,25117,57931
U25118_LVI_CHR_DUB_220_U,25.92247,48.27150,220.00,63.00,10762,209,,25118,57931
U25119_LVI_CHR_DUB_320_U,25.92247,48.27150,320.00,63.00,10762,210,,25119,57931
U25121_LVI_CHR_ELM_015_U,25.94909,48.26300,15.00,65.00,10712,226,,25121,57942
U25122_LVI_CHR_ELM_120_U,25.94909,48.26300,120.00,65.00,10712,227,,25122,57942
U25123_LVI_CHR_ELM_245_U,25.94909,48.26300,245.00,65.00,10712,228,,25123,57942
U25124_LVI_CHR_ELM_015_U,25.94909,48.26300,15.00,65.00,10737,226,,25124,57942
U25125_LVI_CHR_ELM_120_U,25.94909,48.26300,120.00,65.00,10737,227,,25125,57942
U25126_LVI_CHR_ELM_245_U,25.94909,48.26300,245.00,65.00,10737,228,,25126,57942
U25127_LVI_CHR_ELM_015_U,25.94909,48.26300,15.00,65.00,10762,226,,25127,57942
U25128_LVI_CHR_ELM_120_U,25.94909,48.26300,120.00,65.00,10762,227,,25128,57942
U25129_LVI_CHR_ELM_245_U,25.94909,48.26300,245.00,65.00,10762,228,,25129,57942
U25131_LVI_CHR_EPI_IN1_U,25.93975,48.31800,0.00,72.00,10712,469,,25131,57932
U25132_LVI_CHR_EPI_100_U,25.94088,48.31719,100.00,63.00,10712,467,,25132,57932
U25133_LVI_CHR_EPI_315_U,25.93864,48.31872,315.00,63.00,10712,468,,25133,57932
U25134_LVI_CHR_EPI_IN1_U,25.93975,48.31800,0.00,72.00,10737,469,,25134,57932
U25135_LVI_CHR_EPI_100_U,25.94088,48.31719,100.00,63.00,10737,467,,25135,57932
U25136_LVI_CHR_EPI_315_U,25.93864,48.31872,315.00,63.00,10737,468,,25136,57932
U25137_LVI_CHR_EPI_IN1_U,25.93975,48.31800,0.00,72.00,10762,469,,25137,57932
U25138_LVI_CHR_EPI_100_U,25.94088,48.31719,100.00,63.00,10762,467,,25138,57932
U25139_LVI_CHR_EPI_315_U,25.93864,48.31872,315.00,63.00,10762,468,,25139,57932
U25141_LVI_CHR_FDK_015_U,25.93139,48.27639,15.00,63.00,10712,40,,25141,57931
U25142_LVI_CHR_FDK_105_U,25.93139,48.27639,105.00,63.00,10712,43,,25142,57931
U25143_LVI_CHR_FDK_195_U,25.93139,48.27639,195.00,63.00,10712,41,,25143,57931
U25144_LVI_CHR_FDK_015_U,25.93139,48.27639,15.00,63.00,10737,40,,25144,57931
U25145_LVI_CHR_FDK_105_U,25.93139,48.27639,105.00,63.00,10737,43,,25145,57931
U25146_LVI_CHR_FDK_195_U,25.93139,48.27639,195.00,63.00,10737,41,,25146,57931
U25147_LVI_CHR_FDK_015_U,25.93139,48.27639,15.00,63.00,10762,40,,25147,57931
U25148_LVI_CHR_FDK_105_U,25.93139,48.27639,105.00,63.00,10762,43,,25148,57931
U25149_LVI_CHR_FDK_195_U,25.93139,48.27639,195.00,63.00,10762,41,,25149,57931
U25151_LVI_CHR_FKR_020_U,25.95722,48.31256,20.00,65.00,10712,475,,25151,57932
U25152_LVI_CHR_FKR_120_U,25.95722,48.31256,120.00,65.00,10712,476,,25152,57932
U25153_LVI_CHR_FKR_250_U,25.95722,48.31256,250.00,63.00,10712,477,,25153,57932
U25154_LVI_CHR_FKR_020_U,25.95722,48.31256,20.00,65.00,10737,475,,25154,57932
U25155_LVI_CHR_FKR_120_U,25.95722,48.31256,120.00,65.00,10737,476,,25155,57932
U25156_LVI_CHR_FKR_250_U,25.95722,48.31256,250.00,63.00,10737,477,,25156,57932
U25157_LVI_CHR_FKR_020_U,25.95722,48.31256,20.00,65.00,10762,475,,25157,57932
U25158_LVI_CHR_FKR_120_U,25.95722,48.31256,120.00,65.00,10762,476,,25158,57932
U25159_LVI_CHR_FKR_250_U,25.95722,48.31256,250.00,63.00,10762,477,,25159,57932
U25161_LVI_CHR_FRA_000_U,25.93250,48.28917,0.00,63.00,10712,88,,25161,57931
U25162_LVI_CHR_FRA_130_U,25.93250,48.28917,130.00,63.00,10712,89,,25162,57931
U25164_LVI_CHR_FRA_000_U,25.93250,48.28917,0.00,63.00,10737,88,,25164,57931
U25165_LVI_CHR_FRA_130_U,25.93250,48.28917,130.00,63.00,10737,89,,25165,57931
U25167_LVI_CHR_FRA_000_U,25.93250,48.28917,0.00,63.00,10762,88,,25167,57931
U25168_LVI_CHR_FRA_130_U,25.93250,48.28917,130.00,63.00,10762,89,,25168,57931
U25171_LVI_CHR_GAG_155_U,25.92264,48.30603,155.00,65.00,10712,232,,25171,57932
U25172_LVI_CHR_GAG_255_U,25.92264,48.30603,255.00,65.00,10712,233,,25172,57932
U25173_LVI_CHR_GAG_355_U,25.92264,48.30603,355.00,65.00,10712,234,,25173,57932
U25174_LVI_CHR_GAG_155_U,25.92264,48.30603,155.00,65.00,10737,232,,25174,57932
U25175_LVI_CHR_GAG_255_U,25.92264,48.30603,255.00,65.00,10737,233,,25175,57932
U25176_LVI_CHR_GAG_355_U,25.92264,48.30603,355.00,65.00,10737,234,,25176,57932
U25177_LVI_CHR_GAG_155_U,25.92264,48.30603,155.00,65.00,10762,232,,25177,57932
U25178_LVI_CHR_GAG_255_U,25.92264,48.30603,255.00,65.00,10762,233,,25178,57932
U25179_LVI_CHR_GAG_355_U,25.92264,48.30603,355.00,65.00,10762,234,,25179,57932
U25181_LVI_CHR_GAJ_040_U,25.93300,48.26642,40.00,63.00,10712,368,,25181,57942
U25182_LVI_CHR_GAJ_205_U,25.93300,48.26642,205.00,63.00,10712,369,,25182,57942
U25183_LVI_CHR_GAJ_305_U,25.93300,48.26642,305.00,63.00,10712,370,,25183,57942
U25184_LVI_CHR_GAJ_040_U,25.93300,48.26642,40.00,63.00,10737,368,,25184,57942
U25185_LVI_CHR_GAJ_205_U,25.93300,48.26642,205.00,63.00,10737,369,,25185,57942
U25186_LVI_CHR_GAJ_305_U,25.93300,48.26642,305.00,63.00,10737,370,,25186,57942
U25187_LVI_CHR_GAJ_040_U,25.93300,48.26642,40.00,63.00,10762,368,,25187,57942
U25188_LVI_CHR_GAJ_205_U,25.93300,48.26642,205.00,63.00,10762,369,,25188,57942
U25189_LVI_CHR_GAJ_305_U,25.93300,48.26642,305.00,63.00,10762,370,,25189,57942
U25191_LVI_CHR_GOL_010_U,25.93958,48.28362,10.00,63.00,10712,299,,25191,57931
U25192_LVI_CHR_GOL_100_U,25.94013,48.28306,100.00,63.00,10712,300,,25192,57931
U25193_LVI_CHR_GOL_190_U,25.93924,48.28281,190.00,63.00,10712,301,,25193,57931
U25194_LVI_CHR_GOL_010_U,25.93958,48.28362,10.00,63.00,10737,299,,25194,57931
U25195_LVI_CHR_GOL_100_U,25.94013,48.28306,100.00,63.00,10737,300,,25195,57931
U25196_LVI_CHR_GOL_190_U,25.93924,48.28281,190.00,63.00,10737,301,,25196,57931
U25197_LVI_CHR_GOL_010_U,25.93958,48.28362,10.00,63.00,10762,299,,25197,57931
U25198_LVI_CHR_GOL_100_U,25.94013,48.28306,100.00,63.00,10762,300,,25198,57931
U25199_LVI_CHR_GOL_190_U,25.93924,48.28281,190.00,63.00,10762,301,,25199,57931
U25201_LVI_CHR_GOR_040_U,25.89553,48.28531,40.00,65.00,10712,480,,25201,57932
U25202_LVI_CHR_GOR_160_U,25.89553,48.28531,145.00,65.00,10712,481,,25202,57932
U25203_LVI_CHR_GOR_280_U,25.89553,48.28531,295.00,65.00,10712,482,,25203,57932
U25204_LVI_CHR_GOR_040_U,25.89553,48.28531,40.00,65.00,10737,480,,25204,57932
U25205_LVI_CHR_GOR_160_U,25.89553,48.28531,145.00,65.00,10737,481,,25205,57932
U25206_LVI_CHR_GOR_280_U,25.89553,48.28531,295.00,65.00,10737,482,,25206,57932
U25207_LVI_CHR_GOR_040_U,25.89553,48.28531,40.00,65.00,10762,480,,25207,57932
U25208_LVI_CHR_GOR_160_U,25.89553,48.28531,145.00,65.00,10762,481,,25208,57932
U25209_LVI_CHR_GOR_280_U,25.89553,48.28531,295.00,65.00,10762,482,,25209,57932
U25211_LVI_CHR_GRA_100_U,25.99175,48.27211,100.00,65.00,10712,164,,25211,57941
U25212_LVI_CHR_GRA_215_U,25.99175,48.27211,215.00,65.00,10712,165,,25212,57941
U25213_LVI_CHR_GRA_350_U,25.99175,48.27211,350.00,65.00,10712,166,,25213,57941
U25214_LVI_CHR_GRA_100_U,25.99175,48.27211,100.00,65.00,10737,164,,25214,57941
U25215_LVI_CHR_GRA_215_U,25.99175,48.27211,215.00,65.00,10737,165,,25215,57941
U25216_LVI_CHR_GRA_350_U,25.99175,48.27211,350.00,65.00,10737,166,,25216,57941
U25217_LVI_CHR_GRA_100_U,25.99175,48.27211,100.00,65.00,10762,164,,25217,57941
U25218_LVI_CHR_GRA_215_U,25.99175,48.27211,215.00,65.00,10762,165,,25218,57941
U25219_LVI_CHR_GRA_350_U,25.99175,48.27211,350.00,65.00,10762,166,,25219,57941
U25221_LVI_CHR_GUR_050_U,25.93531,48.26453,50.00,63.00,10712,472,,25221,57942
U25222_LVI_CHR_GUR_190_U,25.93531,48.26453,190.00,63.00,10712,473,,25222,57942
U25223_LVI_CHR_GUR_300_U,25.93531,48.26453,300.00,63.00,10712,474,,25223,57942
U25224_LVI_CHR_GUR_050_U,25.93531,48.26453,50.00,63.00,10737,472,,25224,57942
U25225_LVI_CHR_GUR_190_U,25.93531,48.26453,190.00,63.00,10737,473,,25225,57942
U25226_LVI_CHR_GUR_300_U,25.93531,48.26453,300.00,63.00,10737,474,,25226,57942
U25227_LVI_CHR_GUR_050_U,25.93531,48.26453,50.00,63.00,10762,472,,25227,57942
U25228_LVI_CHR_GUR_190_U,25.93531,48.26453,190.00,63.00,10762,473,,25228,57942
U25229_LVI_CHR_GUR_300_U,25.93531,48.26453,300.00,63.00,10762,474,,25229,57942
U25231_LVI_CHR_HLK_125_U,25.96139,48.26361,125.00,65.00,10712,83,,25231,57941
U25232_LVI_CHR_HLK_352_U,25.96139,48.26361,352.00,65.00,10712,84,,25232,57941
U25234_LVI_CHR_HLK_125_U,25.96139,48.26361,125.00,65.00,10737,83,,25234,57941
U25235_LVI_CHR_HLK_352_U,25.96139,48.26361,352.00,65.00,10737,84,,25235,57941
U25237_LVI_CHR_HLK_125_U,25.96139,48.26361,125.00,65.00,10762,83,,25237,57941
U25238_LVI_CHR_HLK_352_U,25.96139,48.26361,352.00,65.00,10762,84,,25238,57941
U25241_LVI_CHR_HLU_075_U,25.95278,48.32250,75.00,63.00,10712,499,,25241,57932
U25242_LVI_CHR_HLU_165_U,25.95278,48.32250,165.00,63.00,10712,500,,25242,57932
U25243_LVI_CHR_HLU_255_U,25.95278,48.32250,255.00,63.00,10712,501,,25243,57932
U25244_LVI_CHR_HLU_075_U,25.95278,48.32250,75.00,63.00,10737,499,,25244,57932
U25245_LVI_CHR_HLU_165_U,25.95278,48.32250,165.00,63.00,10737,500,,25245,57932
U25246_LVI_CHR_HLU_255_U,25.95278,48.32250,255.00,63.00,10737,501,,25246,57932
U25247_LVI_CHR_HLU_075_U,25.95278,48.32250,75.00,63.00,10762,499,,25247,57932
U25248_LVI_CHR_HLU_165_U,25.95278,48.32250,165.00,63.00,10762,500,,25248,57932
U25249_LVI_CHR_HLU_255_U,25.95278,48.32250,255.00,63.00,10762,501,,25249,57932
U25251_LVI_CHR_HMZ_035_U,25.94072,48.33075,35.00,65.00,10712,412,,25251,57932
U25252_LVI_CHR_HMZ_280_U,25.94072,48.33075,280.00,65.00,10712,413,,25252,57932
U25254_LVI_CHR_HMZ_035_U,25.94072,48.33075,35.00,65.00,10737,412,,25254,57932
U25255_LVI_CHR_HMZ_280_U,25.94072,48.33075,280.00,65.00,10737,413,,25255,57932
U25257_LVI_CHR_HMZ_035_U,25.94072,48.33075,35.00,65.00,10762,412,,25257,57932
U25258_LVI_CHR_HMZ_280_U,25.94072,48.33075,280.00,65.00,10762,413,,25258,57932
U25261_LVI_CHR_HOT_040_U,25.94650,48.27072,40.00,65.00,10712,384,,25261,57942
U25262_LVI_CHR_HOT_160_U,25.94650,48.27072,160.00,65.00,10712,385,,25262,57942
U25263_LVI_CHR_HOT_280_U,25.94650,48.27072,280.00,65.00,10712,386,,25263,57942
U25264_LVI_CHR_HOT_040_U,25.94650,48.27072,40.00,65.00,10737,384,,25264,57942
U25265_LVI_CHR_HOT_160_U,25.94650,48.27072,160.00,65.00,10737,385,,25265,57942
U25266_LVI_CHR_HOT_280_U,25.94650,48.27072,280.00,65.00,10737,386,,25266,57942
U25267_LVI_CHR_HOT_040_U,25.94650,48.27072,40.00,65.00,10762,384,,25267,57942
U25268_LVI_CHR_HOT_160_U,25.94650,48.27072,160.00,65.00,10762,385,,25268,57942
U25269_LVI_CHR_HOT_280_U,25.94650,48.27072,280.00,65.00,10762,386,,25269,57942
U25271_LVI_CHR_HUD_140_U,25.93514,48.29397,140.00,65.00,10712,176,,25271,57931
U25272_LVI_CHR_HUD_250_U,25.93514,48.29397,250.00,65.00,10712,177,,25272,57931
U25273_LVI_CHR_HUD_320_U,25.93514,48.29417,320.00,65.00,10712,178,,25273,57931
